packet_id,send_time,receive_time,delay_ms
410,1759785757.0911973,1759785757.3105288,219.331
411,1759785757.093197,1759785757.2866607,193.464
412,1759785757.0951972,1759785757.2751787,179.981
413,1759785757.097197,1759785757.2709916,173.795
414,1759785757.0991971,1759785757.3293345,230.137
415,1759785757.1011972,1759785757.3249671,223.77
416,1759785757.103197,1759785757.296078,192.881
417,1759785757.1051972,1759785757.3172662,212.069
418,1759785757.1071973,1759785757.2805734,173.376
419,1759785757.1091971,1759785757.3285387,219.341
420,1759785757.1111972,1759785757.327578,216.381
421,1759785757.113197,1759785757.3512545,238.057
422,1759785757.1151972,1759785757.3089638,193.767
423,1759785757.1171973,1759785757.3644426,247.245
424,1759785757.1191971,1759785757.274368,155.171
425,1759785757.1211972,1759785757.344799,223.602
426,1759785757.123197,1759785757.3593805,236.183
427,1759785757.1251972,1759785757.297189,171.992
428,1759785757.1271973,1759785757.3657415,238.544
429,1759785757.1291971,1759785757.3646982,235.501
430,1759785757.1311972,1759785757.3444967,213.299
431,1759785757.133197,1759785757.348693,215.496
432,1759785757.1351972,1759785757.295887,160.69
433,1759785757.1371973,1759785757.364376,227.179
434,1759785757.139197,1759785757.3673646,228.168
435,1759785757.1411972,1759785757.3736765,232.479
436,1759785757.143197,1759785757.392167,248.97
437,1759785757.1451972,1759785757.3761246,230.928
438,1759785757.1471972,1759785757.373938,226.741
439,1759785757.149197,1759785757.32947,180.273
440,1759785757.1511972,1759785757.3470604,195.863
441,1759785757.1531973,1759785757.3317323,178.535
442,1759785757.1551971,1759785757.3789668,223.77
443,1759785757.1571972,1759785757.3527343,195.537
444,1759785757.159197,1759785757.4047735,245.576
445,1759785757.1611972,1759785757.36882,207.623
446,1759785757.1631973,1759785757.4014406,238.243
447,1759785757.1651971,1759785757.3991327,233.936
448,1759785757.1671972,1759785757.329544,162.347
449,1759785757.169197,1759785757.3601694,190.972
450,1759785757.1711972,1759785757.3721542,200.957
451,1759785757.1731973,1759785757.363378,190.181
452,1759785757.1751971,1759785757.4180841,242.887
453,1759785757.1771972,1759785757.4297657,252.569
454,1759785757.179197,1759785757.3985672,219.37
455,1759785757.1811972,1759785757.416381,235.184
456,1759785757.1831973,1759785757.4066374,223.44
457,1759785757.185197,1759785757.3347943,149.597
458,1759785757.1871972,1759785757.345361,158.164
459,1759785757.189197,1759785757.370526,181.329
460,1759785757.1911972,1759785757.347278,156.081
461,1759785757.1931973,1759785757.3453913,152.194
462,1759785757.195197,1759785757.4022353,207.038
463,1759785757.1971972,1759785757.4283874,231.19
464,1759785757.1991973,1759785757.369338,170.141
465,1759785757.2011971,1759785757.4332993,232.102
466,1759785757.2031972,1759785757.4483612,245.164
467,1759785757.205197,1759785757.435705,230.508
468,1759785757.2071972,1759785757.4442632,237.066
469,1759785757.2091973,1759785757.3487642,139.567
470,1759785757.2111971,1759785757.4158506,204.654
471,1759785757.2131972,1759785757.3882313,175.034
472,1759785757.215197,1759785757.452102,236.905
473,1759785757.2171972,1759785757.459266,242.069
474,1759785757.2191973,1759785757.4454882,226.291
475,1759785757.2211971,1759785757.3783388,157.142
476,1759785757.2231972,1759785757.45352,230.323
477,1759785757.225197,1759785757.406284,181.087
478,1759785757.2271972,1759785757.4153147,188.117
479,1759785757.2291973,1759785757.4032178,174.021
480,1759785757.231197,1759785757.44546,214.263
481,1759785757.2331972,1759785757.4272628,194.066
482,1759785757.235197,1759785757.4076836,172.487
483,1759785757.2371972,1759785757.4150336,177.836
484,1759785757.2391973,1759785757.3976219,158.425
485,1759785757.241197,1759785757.3997548,158.558
486,1759785757.2431972,1759785757.4416125,198.415
487,1759785757.245197,1759785757.4576242,212.427
488,1759785757.2471972,1759785757.4613721,214.175
489,1759785757.2491972,1759785757.4035182,154.321
490,1759785757.251197,1759785757.4456053,194.408
491,1759785757.2531972,1759785757.4883952,235.198
492,1759785757.2551973,1759785757.4660397,210.842
493,1759785757.2571971,1759785757.4749374,217.74
494,1759785757.2591972,1759785757.4577825,198.585
495,1759785757.261197,1759785757.4555066,194.309
496,1759785757.2631972,1759785757.4381018,174.905
497,1759785757.2651973,1759785757.510319,245.122
498,1759785757.2671971,1759785757.4982316,231.035
499,1759785757.2691972,1759785757.413642,144.445
500,1759785757.271197,1759785757.4359152,164.718
501,1759785757.2731972,1759785757.4348524,161.655
502,1759785757.2751973,1759785757.4825916,207.394
503,1759785757.2771971,1759785757.448996,171.799
504,1759785757.2791972,1759785757.448507,169.31
505,1759785757.281197,1759785757.4247394,143.542
506,1759785757.2831972,1759785757.4664087,183.212
507,1759785757.2851973,1759785757.5145845,229.387
508,1759785757.287197,1759785757.5419712,254.774
509,1759785757.2891972,1759785757.5025487,213.352
510,1759785757.291197,1759785757.4908984,199.701
511,1759785757.2931972,1759785757.4646034,171.406
512,1759785757.2951972,1759785757.5171566,221.959
513,1759785757.297197,1759785757.4899602,192.763
514,1759785757.2991972,1759785757.5267446,227.547
515,1759785757.3011973,1759785757.4756813,174.484
516,1759785757.3031971,1759785757.4754703,172.273
517,1759785757.3051972,1759785757.4676378,162.441
518,1759785757.307197,1759785757.495171,187.974
519,1759785757.3091972,1759785757.5028965,193.699
520,1759785757.3111973,1759785757.5499787,238.781
521,1759785757.3131971,1759785757.569223,256.026
522,1759785757.3151972,1759785757.5393612,224.164
523,1759785757.317197,1759785757.5106704,193.473
524,1759785757.3191972,1759785757.558544,239.347
525,1759785757.3211973,1759785757.568712,247.515
526,1759785757.3231971,1759785757.4990666,175.869
527,1759785757.3251972,1759785757.4685516,143.354
528,1759785757.327197,1759785757.497945,170.748
529,1759785757.3291972,1759785757.5728927,243.695
530,1759785757.3311973,1759785757.4699275,138.73
531,1759785757.333197,1759785757.4917092,158.512
532,1759785757.3351972,1759785757.5686004,233.403
533,1759785757.337197,1759785757.5050964,167.899
534,1759785757.3391972,1759785757.5390472,199.85
535,1759785757.3411973,1759785757.544878,203.681
536,1759785757.343197,1759785757.5611117,217.915
537,1759785757.3451972,1759785757.5280313,182.834
538,1759785757.347197,1759785757.5186546,171.458
539,1759785757.3491971,1759785757.598012,248.815
540,1759785757.3511972,1759785757.596937,245.74
541,1759785757.353197,1759785757.5232916,170.095
542,1759785757.3551972,1759785757.5989041,243.707
543,1759785757.3571973,1759785757.5238044,166.607
544,1759785757.3591971,1759785757.5214489,162.252
545,1759785757.3611972,1759785757.5526316,191.434
546,1759785757.363197,1759785757.6015103,238.313
547,1759785757.3651972,1759785757.5195017,154.305
548,1759785757.3671973,1759785757.6147535,247.556
549,1759785757.3691971,1759785757.5573916,188.194
550,1759785757.3711972,1759785757.5194287,148.231
551,1759785757.373197,1759785757.619844,246.647
552,1759785757.3751972,1759785757.5801854,204.988
553,1759785757.3771973,1759785757.6259418,248.744
554,1759785757.3791971,1759785757.5916336,212.436
555,1759785757.3811972,1759785757.5865998,205.403
556,1759785757.383197,1759785757.6191943,235.997
557,1759785757.3851972,1759785757.5552793,170.082
558,1759785757.3871973,1759785757.5741315,186.934
559,1759785757.389197,1759785757.583608,194.411
560,1759785757.3911972,1759785757.5899532,198.756
561,1759785757.393197,1759785757.550008,156.811
562,1759785757.3951972,1759785757.6038187,208.621
563,1759785757.3971972,1759785757.574447,177.25
564,1759785757.399197,1759785757.582097,182.9
565,1759785757.4011972,1759785757.6518953,250.698
566,1759785757.4031973,1759785757.6355934,232.396
567,1759785757.4051971,1759785757.5666745,161.477
568,1759785757.4071972,1759785757.603824,196.627
569,1759785757.409197,1759785757.5578892,148.692
570,1759785757.4111972,1759785757.560066,148.869
571,1759785757.4131973,1759785757.6141868,200.99
572,1759785757.4151971,1759785757.6523583,237.161
573,1759785757.4171972,1759785757.6089725,191.775
574,1759785757.419197,1759785757.603638,184.441
575,1759785757.4211972,1759785757.5837946,162.597
576,1759785757.4231973,1759785757.6419952,218.798
577,1759785757.4251971,1759785757.64698,221.783
578,1759785757.4271972,1759785757.5812986,154.101
579,1759785757.429197,1759785757.679576,250.379
580,1759785757.4311972,1759785757.6268682,195.671
581,1759785757.4331973,1759785757.6260936,192.896
582,1759785757.435197,1759785757.5816245,146.427
583,1759785757.4371972,1759785757.631384,194.187
584,1759785757.439197,1759785757.6438367,204.64
585,1759785757.4411972,1759785757.6344235,193.226
586,1759785757.4431973,1759785757.5910761,147.879
587,1759785757.445197,1759785757.6487572,203.56
588,1759785757.4471972,1759785757.667855,220.658
589,1759785757.4491973,1759785757.6338668,184.67
590,1759785757.4511971,1759785757.6005633,149.366
591,1759785757.4531972,1759785757.640814,187.617
592,1759785757.455197,1759785757.6854753,230.278
593,1759785757.4571972,1759785757.6442235,187.026
594,1759785757.4591973,1759785757.6243997,165.202
595,1759785757.4611971,1759785757.6579442,196.747
